48378.tsv,9
4505.tsv,9
67824.tsv,9
70925.tsv,9
50856.tsv,9
14519.tsv,9
50790.tsv,9
60373.tsv,9
73237.tsv,9
50261.tsv,9
52632.tsv,9
70729.tsv,9
1735.tsv,9
70672.tsv,9
8256.tsv,9
55488.tsv,9
11377.tsv,9
16926.tsv,9
18419.tsv,9
22347.tsv,9
13374.tsv,9
76648.tsv,9
10121.tsv,9
39019.tsv,9
69353.tsv,9
17468.tsv,9
80385.tsv,9
41778.tsv,9
24918.tsv,9
15139.tsv,9
38016.tsv,9
64577.tsv,9
58845.tsv,9
38886.tsv,9
81246.tsv,9
64543.tsv,9
24784.tsv,9
81683.tsv,9
1082.tsv,9
17969.tsv,9
77202.tsv,9
44661.tsv,9
29384.tsv,9
23817.tsv,9
59362.tsv,9
37516.tsv,9
73252.tsv,9
42083.tsv,9
65678.tsv,9
53911.tsv,9
43197.tsv,9
39877.tsv,9
63727.tsv,9
48399.tsv,9
47044.tsv,9
82769.tsv,9
55644.tsv,9
62612.tsv,9
58813.tsv,9
35783.tsv,9
79751.tsv,9
21958.tsv,9
41915.tsv,9
76280.tsv,9
67846.tsv,9
46525.tsv,9
17918.tsv,9
5481.tsv,9
32513.tsv,9
64977.tsv,9
18805.tsv,9
68427.tsv,9
38015.tsv,9
76742.tsv,9
163.tsv,9
68587.tsv,9
8720.tsv,9
2485.tsv,9
4905.tsv,9
26926.tsv,9
20998.tsv,9
58482.tsv,9
32169.tsv,9
22048.tsv,9
5648.tsv,9
49825.tsv,9
16619.tsv,9
40811.tsv,9
46265.tsv,9
56014.tsv,9
70661.tsv,9
3159.tsv,9
67543.tsv,9
27452.tsv,9
24667.tsv,9
72506.tsv,9
43227.tsv,9
44824.tsv,9
64899.tsv,9
32744.tsv,9
56644.tsv,9
68514.tsv,9
13290.tsv,9
34626.tsv,9
82218.tsv,9
80957.tsv,9
12665.tsv,9
1755.tsv,9
80763.tsv,9
18954.tsv,9
8728.tsv,9
28370.tsv,9
49717.tsv,9
28898.tsv,9
82377.tsv,9
24575.tsv,9
31222.tsv,9
69106.tsv,9
6653.tsv,9
75772.tsv,9
14733.tsv,9
75439.tsv,9
5075.tsv,9
79032.tsv,9
43275.tsv,9
34900.tsv,9
35524.tsv,9
54198.tsv,9
72324.tsv,9
17984.tsv,9
18148.tsv,9
3753.tsv,9
78973.tsv,9
13355.tsv,9
52036.tsv,9
49545.tsv,9
24046.tsv,9
9993.tsv,9
54830.tsv,9
1700.tsv,9
1312.tsv,9
32872.tsv,9
20277.tsv,9
62625.tsv,9
72443.tsv,9
21756.tsv,9
77134.tsv,9
69957.tsv,9
40868.tsv,9
66691.tsv,9
26545.tsv,9
82278.tsv,9
59820.tsv,9
54295.tsv,9
46260.tsv,9
83370.tsv,9
14997.tsv,9
70877.tsv,9
40423.tsv,9
83715.tsv,9
8464.tsv,9
70678.tsv,9
15492.tsv,9
64064.tsv,9
54149.tsv,9
74968.tsv,9
26792.tsv,9
76397.tsv,9
84913.tsv,9
12290.tsv,9
58230.tsv,9
74776.tsv,9
79024.tsv,9
70197.tsv,9
26329.tsv,9
51118.tsv,9
67033.tsv,9
33132.tsv,9
23841.tsv,9
76281.tsv,9
75141.tsv,9
38026.tsv,9
18445.tsv,9
68993.tsv,9
64614.tsv,9
15408.tsv,9
2023.tsv,9
41347.tsv,9
57088.tsv,9
67459.tsv,9
9346.tsv,9
2142.tsv,9
82332.tsv,9
82647.tsv,9
70286.tsv,9
4612.tsv,9
31655.tsv,9
20233.tsv,9
27477.tsv,9
13877.tsv,9
52306.tsv,9
67069.tsv,9
84057.tsv,9
60708.tsv,9
3220.tsv,9
69341.tsv,9
5558.tsv,9
28826.tsv,9
55812.tsv,9
6153.tsv,9
63777.tsv,9
60309.tsv,9
31445.tsv,9
50610.tsv,9
43609.tsv,9
9700.tsv,9
21914.tsv,9
13493.tsv,9
22931.tsv,9
81049.tsv,9
3606.tsv,9
71937.tsv,9
56822.tsv,9
70935.tsv,9
15151.tsv,9
65219.tsv,9
64505.tsv,9
